url,Course Title,Course Headline,Instructor,Rating,course_length,number_of_lectures,difficulty
https://www.udemy.com/course/data-structure-and-algorithms-in-java-8-and-above/,Data Structure and Algorithms in Java 8 and above,Learn Data Structure and Algorithms and their Implementation in java 8 and Lambda functions.,Arun Singh,3.0,6.5 total hours,41 lectures,All Levels
https://www.udemy.com/course/graph-theory-algorithms/,Graph Theory Algorithms,A complete overview of graph theory algorithms in computer science and mathematics.,William Fiset,4.7,9 total hours,46 lectures,All Levels
https://www.udemy.com/course/data-structures-interview-guide/,Data Structures and Algorithms -Interview Guide,Test Series in Data Structures and algorithms,Suprio Dutta,5.0,250 questions,All Levels,All Levels
https://www.udemy.com/course/leetcode-coding-interview-question-solution-explanation/,LeetCode in Java: Algorithms Coding Interview Questions,Ace your next coding interview by solving essential coding interview questions and get an offer from big tech company.,Md. A. Barik,4.2,27.5 total hours,139 lectures,All Levels
https://www.udemy.com/course/hands-on-data-structure-algorithm-with-python-2-in-1/,Hands On Data Structure & Algorithm with Python: 2 in 1,Enhance you object-oriented skills with data structure & algorithms,Packt Publishing,3.4,5 total hours,56 lectures,Expert
https://www.udemy.com/course/video-course-c-from-beginner-to-expert/,C++: From Beginner to Expert,Designed for people who don't have any knowledge about the programming and want to program in C++,Arkadiusz Włodarczyk,4.5,17.5 total hours,95 lectures,All Levels
https://www.udemy.com/course/data-structures-and-algorithms-in-swift-and-ios/,Data Structures and Algorithms in Swift and iOS,Cracking programming interviews and Ace them by learning algorithms and data structures with real interview questions,DevTechie Inc,4.0,10.5 total hours,51 lectures,All Levels
https://www.udemy.com/course/ultimate-coding-interview-prep-algorithms-data-structures/,Ultimate Coding Interview Prep: Algorithms & Data Structures,"Learn the best way to answer an interview question, solve the most commonly asked questions and analyze time complexity!","Mammoth Interactive, John Bura",4.1,7 total hours,59 lectures,Beginner
https://www.udemy.com/course/leetcode-in-python-50-algorithms-coding-interview-questions/,LeetCode In Python: 50 Algorithms Coding Interview Questions,"Practice data structure and algorithms questions for interviews at FAANG companies like Google, Facebook, Apple & Amazon",Bit Punch,4.5,19.5 total hours,184 lectures,Intermediate
https://www.udemy.com/course/learning-data-structures-in-javascript-from-scratch/,Learning Data Structures in JavaScript from Scratch,Write more efficient & performant code by learning data structures.  Be well prepared for technical interview questions.,Eric Traub,4.4,3.5 total hours,56 lectures,All Levels
https://www.udemy.com/course/graph-theory-algorithms-for-competitive-programming/,Graph Theory Algorithms for Competitive Programming (2021),"Learn Graphs Algorithms in Computer Science & Mathematics, theory + hands-on coding and ace Competitive Coding problems!","Prateek Narang, Apaar Kamal, Coding Minutes",4.6,20 total hours,99 lectures,All Levels
https://www.udemy.com/course/learning-pathlearning-functional-data-structure-algorithm/,Learning Path:Learning Functional Data Structure & Algorithm,Unlock complex data structures and algorithms and get the most out of functional programming,Packt Publishing,3.6,5.5 total hours,59 lectures,Beginner
https://www.udemy.com/course/learning-pathjava-data-structures-algorithms-with-java-9/,Learning Path:Java: Data Structures & Algorithms with Java 9,Unleash the power of Java 9 to master data structures and algorithms from scratch,Packt Publishing,3.1,6 total hours,38 lectures,Intermediate
https://www.udemy.com/course/python-data-structures-algorithms-and-time-complexity-guide/,"Python Data Structures, Algorithms and Time Complexity Guide",The Definitive Coding Interview Guide: Crack Whiteboard Questions & Recognize Patterns in the Most Popular Topics,"Mammoth Interactive, John Bura",3.1,5.5 total hours,52 lectures,All Levels
https://www.udemy.com/course/advanced-data-structures-and-algorithms-in-java-9/,Advanced Data Structures and Algorithms in Java 9,Explore the world of advanced algorithms with Java 9,Packt Publishing,3.1,3 total hours,19 lectures,Intermediate
https://www.udemy.com/course/data-structures-and-algorithms-all/,Data Structures and Algorithms,A guide for learning Data Structures operations & Analyze the Algorithms by implementing the practical Data Structures.,Rashmi V,,3.5 total hours,36 lectures,Intermediate
https://www.udemy.com/course/six-phrase-myslate-mastering-data-structure-using-c/,Mastering Data Structure Using C,Let us Master it,SACHIN NANDHA SABARISH J,4.1,36.5 total hours,108 lectures,Expert
https://www.udemy.com/course/learn-linked-lists-stacks-and-queues-in-python/,Master Data Structures for Optimal Solutions in Python,Data Structures Made Easy - Master the Optimal Solution to Programming Challenges with Proven Data Structures,Rune Thomsen,4.6,4.5 total hours,38 lectures,All Levels
https://www.udemy.com/course/master-the-coding-interview-big-tech-faang-interviews/,Master the Coding Interview: Big Tech (FAANG) Interviews,"Ace the Google, Amazon, Facebook, Microsoft, Netflix coding interviews. Step by step guide for their toughest questions!","Andrei Neagoie, Yihua Zhang",4.7,36.5 total hours,287 lectures,Intermediate
https://www.udemy.com/course/advanced-algorithms-using-java/,Advanced Algorithms in Java,Understand Algorithms and Data structure at a deep level. Grow your career and be ready to answer interview questions!,"Tim Buchalka's Learn Programming Academy, Marcos Costa",4.5,16 total hours,72 lectures,All Levels
https://www.udemy.com/course/the-complete-cpp-developer-course/,The Complete C++ Developer Course,Master theory and practice using one of the world's most popular programming languages!,"Codestars by Rob Percival, John P. Baugh",4.6,22.5 total hours,122 lectures,All Levels
https://www.udemy.com/course/data-structures-from-scratch/,Data Structures From Scratch,This course is designed to help you understand concepts of data structures in detail with applications,SaifAli Kheraj,4.1,8.5 total hours,53 lectures,All Levels
https://www.udemy.com/course/data-structures-in-python/,Data Structures in Python,"Practical Implementation of Python data structures to perform complex Data Analysis, Store and Retrieve Data Efficiently",Kumar Rajmani Bapat,4.0,3 total hours,22 lectures,All Levels
https://www.udemy.com/course/beginning-java-data-structures-and-algorithms/,Beginning Java Data Structures and Algorithms,Sharpen your problem solving and data organization skills using Java data structures and algorithms,Packt Publishing,4.5,3 total hours,35 lectures,Beginner
https://www.udemy.com/course/best-algorithms-and-data-structures-interview-questions/,Best Algorithms and Data Structures Interview Questions !,One Stop for you !. Get the best Coding questions which have been asked by the Big Tech companies.,Aman Gupta,,28 questions,All Levels,Beginner
https://www.udemy.com/course/data-structures-with-python/,Data Structures with Python,The All-In-one Course for you to Conquer Data Structures with Python,Neeraj Ap,3.9,9 total hours,227 lectures,Beginner
https://www.udemy.com/course/learn-data-structures-using-c-programming-language/,Learn Data Structures using C Programming Language,"Hands-on course with exercises on arrays, stacks, queues, linked list, trees, graphs, internal sorting techniques, etc.",Gayatri TR,4.4,9 total hours,90 lectures,All Levels
https://www.udemy.com/course/learn-graph-algorithms-with-cpp/,Learn Graph algorithms with C++,Lets implement graph theory related algorithms with C++,Kasun Liyanage,3.3,2.5 total hours,31 lectures,All Levels
https://www.udemy.com/course/data-structure-for-fledgling-learners/,data structure for fledgling learners,Data Structure and algorithms,Chetan dhotre,4.7,1 total hour,8 lectures,Intermediate
https://www.udemy.com/course/150-exercises-data-structures-in-python/,150+ Exercises - Data Structures in Python - Hands-On,Improve your Python programming skills and solve over 150 exercises with data structures!,Paweł Krakowiak,4.4,1 total hour,181 lectures,Intermediate
https://www.udemy.com/course/sorting-algorithms/,Sorting Algorithms using Java & C: Make Your Basics Strong,Learn Analysis of Algorithm using asymptotic notations like Big Oh and others. Understand and analyse sorting algorithms,Shibaji Paul,4.6,6.5 total hours,60 lectures,Intermediate
https://www.udemy.com/course/c-from-beginners-to-advanced/,C++ from Beginners to  Object Oriented  Data Structures,"Jump start your C++ Programming Skills through Practical Projects with Basics to Linked Lists , Trees , Pointers, Header","Muhammad Luqman, Zaheer Ahmed",,4.5 total hours,26 lectures,Beginner
https://www.udemy.com/course/advanced-data-structures-algorithms-interview-1200-qa/,2021 Data Structures & Algorithms (INTERVIEW 1200+ Q&A),"Master solving Data Structures & Algorithms problems & topic wise questions, This test help you preparing tech interview",Rakibul Hasan Khan,,1.5 total hours,17 lectures,All Levels
https://www.udemy.com/course/ace-tech-companies-coding-interview-in-a-month/,"Coding Interview Bootcamp: Algorithms (Java, Python, C++)",Get ready in a Month + Help from Google/Facebook Interviewer with 1000+ coding questions experience,CodeMan Liu,4.6,13 total hours,174 lectures,All Levels
https://www.udemy.com/course/become-a-coding-warrior-data-structure/,Become a Coding Warrior: Data Structure and Algorithm,Learn Data Structure & algorithms from scratch to crack any coding interview and get your dream job in tech giants!!,Rajat Saini,,6.5 total hours,104 lectures,All Levels
https://www.udemy.com/course/algorithms-data-structures-coding-interviews-with-python/,Algorithms + Data Structures + Coding Interviews with Python,Learn algorithms and data structures using Python. Practice solving popular coding questions to ace your next interview!,"Yuko Sakai, Jun Sakai",,12.5 total hours,63 lectures,Beginner
https://www.udemy.com/course/data-structures-using-javascript/,Data Structures using Javascript,This course will focus on the aspects of working with data structures and algorithms using Javascript,SimpliCode Point,3.9,8 total hours,66 lectures,All Levels
https://www.udemy.com/course/kal-academy-algorithms-and-data-structures-part-3/,Algorithms and Data Structures - Part 3,Ace your next technical interview!,Kal Academy,,1.5 total hours,10 lectures,Intermediate
https://www.udemy.com/course/learn-advanced-c-programming/,Learn Advanced C++ Programming,"Discover intermediate to advanced C++, including C++ 11's fantastic additions to the C++ standard.",John Purcell,4.5,15 total hours,105 lectures,Intermediate
https://www.udemy.com/course/data-structuresalgorithms-asymptotic-notation-recurrences/,"Data Structures&Algorithms-Asymptotic Notation, Recurrences","Learning Asymptotic Behaviour, Solving Recurrences",VENKATACHALAM MAHESWARI,4.4,3 total hours,20 lectures,Intermediate
https://www.udemy.com/course/smtdatastruct/,Live Coding with Data Structures for campus/internship/jobs,Hands on Implementation / Coding with Data Structures,Shrirang Korde,4.7,25 total hours,86 lectures,Intermediate
https://www.udemy.com/course/learn-data-structure-using-c-programming-language/,Learn Data Structure Using 'C Programming Language,Getting Started With Data Structure Using 'C Programming Language From Core Basics,Ayesha Khan,3.0,34 total mins,17 lectures,Beginner
https://www.udemy.com/course/the-modern-cpp-20-masterclass/,The C++ 20 Masterclass :  From Fundamentals to Advanced,Learn and Master Modern C++ From Beginning to Advanced in Plain English :  C++11 all the way to C++20 and More!,Daniel Gakwaya,4.7,112 total hours,563 lectures,Beginner
https://www.udemy.com/course/modern-cpp-concurrency-in-depth/,Modern C++ Concurrency in Depth ( C++17/20),"modern c++ concurrency features including memory model, lock free data structure, thread pools, coroutines.",Kasun Liyanage,4.4,10 total hours,98 lectures,Intermediate
https://www.udemy.com/course/data-structures-in-javascript/,Data Structures in JavaScript,Learn to implement popular Data Structures in JavaScript. Learn real world programming and get Job ready,"Eduonix Learning Solutions, Eduonix-Tech ., Samy Eduonix",3.3,11 total hours,51 lectures,Intermediate
https://www.udemy.com/course/deep-dive-into-algorithms/,Deep Dive into Algorithms,Deep Dive into Algorithms,SACHIN NANDHA SABARISH J,4.1,32.5 total hours,82 lectures,Expert
https://www.udemy.com/course/algorithms-and-programming-techniques/,Algorithms and Programming Techniques,A guided tour for the most common Algorithms and Programming Techniques,Lucian Ilea,5.0,2.5 total hours,14 lectures,Intermediate
https://www.udemy.com/course/algorithms-c-concepts-examples-code/,"Algorithms in C : Concepts, Examples, Code + Time Complexity","Learn algorithms in C language. Understand Logic with examples, practice code and crack those programming interviews!","Engineering Mentor, Pratibha B.",4.0,3.5 total hours,34 lectures,All Levels
https://www.udemy.com/course/algorithm-design-techniques-live-coding-in-javascript/,Algorithms in JavaScript  : Design techniques,"Data Structures, Complexity Analysis,Recursion, backtracking, Dynamic Programming,Greedy algorithm, Divide and Conquer",Basics Strong,4.5,17.5 total hours,157 lectures,All Levels
https://www.udemy.com/course/learning-algorithms-in-javascript-from-scratch/,Learning Algorithms in JavaScript from Scratch,Make your code & programs faster and more efficient by using algorithms. Be very well prepared for technical interviews.,Eric Traub,4.3,3.5 total hours,69 lectures,All Levels
https://www.udemy.com/course/searching-and-sorting-algorithms/,Searching and Sorting Algorithms,Visualize Searching and Sorting Algorithms and Implement them in C++,Sujithkumar MA,4.2,4.5 total hours,29 lectures,All Levels
https://www.udemy.com/course/logn-data-structure-part2/,Data Structure - Part 2,"Create, Implement and Practice Data Structures with Detailed Implementation Analysis",Log(n) Academy,3.6,8 total hours,36 lectures,Intermediate
https://www.udemy.com/course/python-linked-list/,Linked List Data Structure using Python,Unlock your data structures potential by being able to create your own linked list in Python,Febin George,4.9,4 total hours,56 lectures,Intermediate
https://www.udemy.com/course/comprehensive-algorithms/,Comprehensive Algorithms,This course provides a comprehensive overview of the concepts of algorithm analysis and development.,Jordan Hudgens,4.0,3.5 total hours,29 lectures,All Levels
https://www.udemy.com/course/graph-theory/,Graph Theory,"Master the Nuts and Bolts of Graph Theory: the Heart of Communication and Transportation Networks, Internet, GPS, ...",Miran Fattah,4.7,10 total hours,67 lectures,All Levels
https://www.udemy.com/course/skills-coding-interviews/,Mastering critical SKILLS for Coding Interviews: Part 1,Data Structures Part: Solving the MOST FREQUENT FAANG interview problems,Dr. Mostafa Saad Ibrahim,5.0,16.5 total hours,123 lectures,Intermediate
https://www.udemy.com/course/learn-python-from-basics-to-data-structure/,Learn Python: From Basics to Data Structure,Python: Basics Concepts and Data Structure,Hadi youness,4.3,6.5 total hours,41 lectures,Beginner
https://www.udemy.com/course/understand-the-built-in-functions-and-algorithms/,Learn C++: Algorithms and Functions,"What are Algorithms and Functions, how do they change the way we code, how will they help us in the future? Learn now!",Aleksandar Stankovski,3.1,3 total hours,17 lectures,Beginner
https://www.udemy.com/course/learn-algorithm-programming/,Learn Algorithm Programming,Learn the basic concepts of Algorithms,Joseph M.,4.0,1.5 total hours,21 lectures,All Levels
https://www.udemy.com/course/python-data-structures-a-to-z/,Python Data Structures A to Z,Learn the essentials of data structures in Python.,Joe James,4.3,2 total hours,15 lectures,Intermediate
https://www.udemy.com/course/data-structuresalgorithms-mcqs-with-explonation/,Data Structures&Algorithms-MCQS with Explanation,Data structures explanation 1-10 yrs hands on experience,Rajesh Reddy,4.5,230 questions,All Levels,Intermediate
https://www.udemy.com/course/c-programming-step-by-step-from-beginner-to-ultimate-level/,C++ Programming Step By Step From Beginner To Ultimate Level,"Discover C++ basics then Expert on Object Oriented Programming OOP, C++ Data structure, STL, C++ Projects with C++ 11/14",Lernen Hub Academy,4.2,11.5 total hours,100 lectures,All Levels
https://www.udemy.com/course/algorithmic-problems-in-python/,"Recursion, Backtracking and Dynamic Programming in Python","Learn Recursion, Backtracking, Divide and Conquer Methods and Dynamic programming via Examples and Problems in Python",Holczer Balazs,4.5,9 total hours,91 lectures,All Levels
https://www.udemy.com/course/advanced-data-structures-tree-adt/,Advanced Data Structures-Part I-TREE ADT,"Non Linear Abstract Data Type-Trees-Binary Tree-Binary Search Tree, Heap,AVL Tree,Red-Balck Tree, B-tree.",VENKATACHALAM MAHESWARI,5.0,6.5 total hours,31 lectures,Intermediate
https://www.udemy.com/course/programming-and-data-structures/,Programming and data structures,"Binary Heaps, Graphs, AVL trees, Binary search trees  ,Pointers, function pointers, Structures, Unions,",Pint Raj,5.0,10 questions,Beginner,Intermediate
https://www.udemy.com/course/design-and-analysis-of-algorithm-/,The Design and Analysis of Algorithm Masterclass [ 2021],Algorithm & Data Structures will help you to Crack Coding Interviews (C/C++Java/Python) Learn Algorithm Data Structures,Up Degree,4.0,12.5 total hours,62 lectures,Beginner
https://www.udemy.com/course/java-se-programming/,Learn JAVA Programming - Beginner to Master,Deep Dive in Core Java programming -Standard Edition. A Practical approach to learn Java. Become a Java Expert,Abdul Bari,4.7,61.5 total hours,333 lectures,All Levels
https://www.udemy.com/course/data-structure-using-c-programming-with-hands-on-project/,Data Structure  Using C Programming With Hands On Project,These course is all about basic concepts of a data structure including explaination from scratch.,"Sonal Palve, Sakshi Kakde",3.8,7 total hours,19 lectures,Beginner
https://www.udemy.com/course/pass-your-coding-interview-efficiently-with-cpp/,Pass Your Coding Interview Efficiently With C++,Concise and goal-oriented course designed to help you pass the coding interview.,Mor Mordoch,4.4,8.5 total hours,70 lectures,Intermediate
https://www.udemy.com/course/javascript-datastructures/,Data Structures in JavaScript: Master The Fundamentals,Learn the fundamentals of computer programming using JavaScript data structures,"Eduonix Learning Solutions, Eduonix-Tech .",4.6,14 total hours,88 lectures,All Levels
https://www.udemy.com/course/algorithmic-problems-in-java/,"Recursion, Backtracking and Dynamic Programming in Java","Algorithmic Problems in Java with Common Interview Questions (Recursion, Backtracking and Divide and Conquer Algorithms)",Holczer Balazs,4.6,10 total hours,108 lectures,All Levels
https://www.udemy.com/course/beg-modern-cpp/,Complete Modern C++ (C++11/14/17),"Learn about move semantics, lambda expressions, smart pointers, concurrency, template, STL & more",Umar Lone,4.5,20 total hours,232 lectures,All Levels
https://www.udemy.com/course/11-essential-coding-interview-questions/,11 Essential Coding Interview Questions + Coding Exercises!,Learn 3 handy problem solving techniques. Get 11 hand-picked problems. Get ready for your next coding interview!,YK Sugi,4.6,2 total hours,35 lectures,Intermediate
https://www.udemy.com/course/must-know-coding-interview-problems-python-data-structures/,9 Must know coding interview problems Data Structures,"Practice 9 must-know commonly asked  Coding Interview problems on hash-tables, heaps, queues, stacks, graphs and more",Eden Marco,4.5,2 total hours,16 lectures,Intermediate
https://www.udemy.com/course/master-cpp-byteboard/,Master C++ Programming From Beginner To Advance - C++ Course,"Lectures + Practical Hand-on C++ Course, Most Detailed Explanation of File Handling & STL, **190+ videos, **3 Projects",ByteBoard - VeDinesh Academy,4.5,15.5 total hours,193 lectures,All Levels
https://www.udemy.com/course/how-to-perform-umrah/,How To Perform Umrah - Learn Complete UMRAH  - ISLAM QURAN,How To Perform Umrah Video Course For Men And Women. Everything You Need To Know - UMRAH In Just 1 Course - ISLAM QURAN,Shahzeb Hussain,4.8,1.5 total hours,35 lectures,Beginner
https://www.udemy.com/course/design-and-analyzing-of-an-algorithm/,Design and Analysis of an Algorithm,In a smart way,"Monesh Venkul Vommi, Hemanth Yeluru",3.6,5 total hours,26 lectures,All Levels
https://www.udemy.com/course/introduction-to-python-data-structures-for-beginners/,Introduction to Python Data Structures for beginners,Learn about built-in structures used to hold data together in Python,Bluelime Learning Solutions,4.2,2 total hours,18 lectures,Beginner
https://www.udemy.com/course/datastructuresinc/,Datastructures in C Programming,Collection of Concepts - Datastructures in C PROGRAMMING Language,DIGIFLAX E-LEARNING,4.4,1.5 total hours,20 lectures,All Levels
https://www.udemy.com/course/javascript-marathon-interview-questions-series/,JavaScript - Marathon Interview Questions Series 2021,The Quintessential Guide For Cracking JavaScript Interviews For Developers World-wide,Nirmal Joshi,4.8,12.5 total hours,89 lectures,All Levels
https://www.udemy.com/course/recursion-in-python-and-c/,Learn All About Recursion in Python and C++,Learn Recursion Methods with Coding Exercises in Python and C++ for Smart Coding.,"Mubashir Hassan | 85,000+ enrollments worldwide",4.5,2 total hours,77 lectures,All Levels
https://www.udemy.com/course/50-problems/,50 popular coding interview problems,Prepare for your coding interview with these 50 solved and explained popular coding problems,Inside Code,4.8,8.5 total hours,101 lectures,Intermediate
https://www.udemy.com/course/cplusplus-programming-step-by-step/,C++ programming step-by-step: From Beginner to Advanced,"Start with basics of C++ (v11 and v14) then master File I/O, Object Oriented Programming or OOP, STL, Functors, Lambda",Shibaji Paul,4.2,27.5 total hours,190 lectures,All Levels
https://www.udemy.com/course/binary-trees-crash-course/,Binary Trees - Crash Course,Learn how to implement and how to solve problems on Binary Tree in the simplest way!,Sujithkumar MA,4.4,5 total hours,31 lectures,All Levels
https://www.udemy.com/course/data-structures-f/,Data Structures(Tests),"stacks,queues,Searching Algorithms,Sorting Algorithms,Graphs",Abira Jeoffrey,4.0,45 questions,All Levels,All Levels
https://www.udemy.com/course/analysis-of-algorithms/,Analysis of Algorithms,Be an EXPERT in analysing Algorithms & boost your Software career,Tanmay Varshney,3.7,4 total hours,34 lectures,All Levels
https://www.udemy.com/course/cpp-4skills/,Mastering 4 critical SKILLS using C++ 17,170 problems to enhance problem-solving skills. 6 projects for Project Building and Design Skills. High-quality quizzes,Dr. Mostafa Saad Ibrahim,4.6,32.5 total hours,363 lectures,All Levels
https://www.udemy.com/course/design-and-analysis-of-algorithms/,Design and Analysis of Algorithms,Fundamentals of Computer Algorithms.,shravan Kumar Manthri,4.3,10 total hours,37 lectures,All Levels
https://www.udemy.com/course/c-data-structures-basic-to-advanced/,Programming using C & Data Structures from Basic to Advanced,Learn C & Data Structures - Every module feature demonstrated with real-time examples,Sandeep Soni,4.0,25.5 total hours,72 lectures,Beginner
https://www.udemy.com/course/algorithms-an-intro-course-in-algorithms-coded-in-python/,Algorithms - An Intro Course in Algorithms coded in Python,Hatch as Expert in Algorithms through clear Python Algorithmic implementations and practical algorithm application,Dhruv Bais,3.2,2 total hours,26 lectures,Beginner
https://www.udemy.com/course/learn-cpp-from-interview-questions/,Learn C++ From Interview Questions,C++,Satish Venkatesh,3.4,8 total hours,121 lectures,All Levels
https://www.udemy.com/course/learn-c-from-zero-to-mastery/,Learn C++ Programming from Zero to Mastery in 2021,Specially designed for BEGINNERS who don't have any knowledge about programming & want to learn C++ from scratch in 2021,"Ankit Thakran, Harsh Kajla, Jatin Hooda",4.5,36 total hours,160 lectures,All Levels
https://www.udemy.com/course/javascript-algorithms/,JavaScript Algorithms,Learning to Solve JavaScript Algorithms as a JavaScript Newbie,Rob Merrill,4.8,6.5 total hours,82 lectures,Beginner
https://www.udemy.com/course/leetcode-with-javascript-coding-interview-guide/,LeetCode with JavaScript and Data Structures [2021],Learn techniques to solve those coding interview problems so you can land that dream job! [ LeetCode and HackerRank ],Shan A. (Google Tech Lead),3.7,1 total hour,5 lectures,Beginner
https://www.udemy.com/course/c-programming-made-easy-a-concise-c-course/,C++ Programming MADE EASY : A Concise C++ Course,A complete beginner's guide to learn C++ from scratch. Learn to write your own code.,Abdul Motin,3.3,42 total mins,6 lectures,All Levels
https://www.udemy.com/course/algorithm-design-techniques-live-problem-solving-in-java/,Algorithms in Java :Live problem solving & Design Techniques,"Recursion,BackTracking,Divide & Conquer,Dynamic Programming,Greedy Algorithms via Data Structures and Algorithms in Java",Basics Strong,4.0,19.5 total hours,167 lectures,All Levels
https://www.udemy.com/course/the-c-programming-language/,The C++ Programming Language Interview Questions and Answer,Top Questions on C++ Programming,Handson System,3.0,100 questions,All Levels,All Levels
https://www.udemy.com/course/learn-recursion/,Recursion,A detailed course that covers all what you need to know to be comfortable with recursion and not be afraid of it anymore,Inside Code,5.0,5 total hours,44 lectures,Beginner
https://www.udemy.com/course/algorithm-analaysis-and-data-structures-interview-guide-o/,Algorithm Analaysis-Interview Guide,Test Series in Algorithm Analysis,Suprio Dutta,5.0,110 questions,All Levels,Beginner
https://www.udemy.com/course/mastering-c-standard-library-features/,Mastering C++ Standard Library Features,Harness the power of the C++ STL and make full use of its components,Packt Publishing,4.9,6 total hours,28 lectures,Intermediate
https://www.udemy.com/course/learn-cpp-programming-language/,C++ Programming Bootcamp - Learn Complete C++  From 0 to 100,Start Your Coding Journey by Learning C++ Programming Language  From  Basic To Advance Level,Piroz Amin,4.2,9 total hours,105 lectures,All Levels
https://www.udemy.com/course/sorting-and-searching-algorithms/,Byte-Sized-Chunks: Sorting and Searching Algorithms,A visual way to master basic algorithms for strong fundamentals!,Loony Corn,4.9,3.5 total hours,14 lectures,All Levels
https://www.udemy.com/course/algorithms-complexity/,Complete Algorithms Complexity and Big O Notation Course,From beginner to professional in 2 hours!,Cronis Academy,4.4,2 total hours,16 lectures,All Levels
https://www.udemy.com/course/ultimate-javascript-leetcode-interview-bootcamp/,JavaScript & LeetCode | The Interview Bootcamp,Learn *all* the best practical tricks/techniques to solve those pesky interview problems so you can land that dream job!,Kevin Nguyen,4.6,5 total hours,66 lectures,All Levels
https://www.udemy.com/course/advanced-interviewer-training/,"INTERVIEW TRAINING: Ask Better Questions, Hire Better People","If you want to improve your hiring accuracy or transform the way your company interviews talent, this course is for you.",James Colino,4.5,1.5 total hours,19 lectures,All Levels
https://www.udemy.com/course/learn-intermediate-modern-c/,Learn Advanced Modern C++!,Take your knowledge of C++ to the next level!,James Raynard,4.3,15.5 total hours,118 lectures,Intermediate
https://www.udemy.com/course/c-standard-template-library-in-practice/,C++ Standard Template Library in Practice,Gain insights into the C++ STL using real-world examples,Packt Publishing,4.6,10.5 total hours,96 lectures,Intermediate
https://www.udemy.com/course/searching-and-sorting-algorithms-in-c/,Searching and Sorting Algorithms in C++,Data Searching and Data Sorting Techniques in C++,Temel Gunaydin,,3.5 total hours,14 lectures,All Levels
https://www.udemy.com/course/game-theory-algorithms-in-competitive-programming-course/,Game Theory Algorithms in Competitive Programming (2021),"Dive deep into game theory algorithms, learn & apply these techniques for Codeforces & Competitive Programming problems!","Apaar Kamal, Coding Minutes",4.6,7 total hours,35 lectures,All Levels
https://www.udemy.com/course/fundamentals-of-data-structures/,Fundamentals of Data Structures,Fundamentals of Data Structures and Algorithms Using C,Gangadhar Baburao Katkade,,3 total hours,6 lectures,Intermediate
https://www.udemy.com/course/data-structures-basics-c/,Data Structures Basics,Basics of Data Structures,Vaibhav Kashyap,,90 questions,Beginner,Intermediate
https://www.udemy.com/course/interview-questions-job-applicant/,Interview Questions: Interview Like a Professional HRM,A Quick Guide for Owners and Managers of Small Businesses,Eric Alagan,4.3,1 total hour,12 lectures,Beginner
https://www.udemy.com/course/become-a-skilled-python-programmer-sorting-and-searching/,Master Sort & Search Algorithms - Learn it Easy with Python,Sorting & Searching Made Easy - Programs manages more and more data and requires faster access - Avoid making mistakes,Rune Thomsen,4.9,4 total hours,34 lectures,All Levels
https://www.udemy.com/course/data-structures-computer-science-course-for-beginners/,Data Structures - Computer Science Course For Beginners,Understand the Theory of Datastructures,Jovan Kostic,,3 total hours,31 lectures,Intermediate
https://www.udemy.com/course/basics-of-data-structure-using-c/,Basics of Data structure using C,Basic concepts of Data structure,"Chetashri bhusari, Shonal Vaz, Supriya Kadam",,3.5 total hours,18 lectures,Beginner
https://www.udemy.com/course/break-away-coding-interviews-1/,Break Away: Programming And Coding Interviews,"A course that teaches pointers, linked lists, general programming, algorithms and recursion like no one else",Loony Corn,4.3,20 total hours,84 lectures,All Levels
https://www.udemy.com/course/beat-the-codility-coding-interview-in-python/,Beat the Codility Coding Interview in Python,Learn and practice how to solve many coding puzzles from Codility using Python.,James Cutajar,4.5,6.5 total hours,93 lectures,All Levels
https://www.udemy.com/course/100-algorithms-challenge/,100 Algorithms Challenge,How to Ace the JavaScript Coding Interview,Dylan Israel,4.2,8 total hours,122 lectures,All Levels
https://www.udemy.com/course/java-sorting-algorithms-for-newbs/,Java Sorting Algorithms for Newbs,Scared of algorithms? Fear no longer as you learn how to implement various non-threatening sorting algorithms.,Brendan Campbell,4.8,1 total hour,8 lectures,Intermediate
https://www.udemy.com/course/coding-interview-questions-complex-algorithms/,"Graph Algorithms - Coding interview questions, coronavirus","Practice complex Coding Interview problems on Graph Algorithms, Graph Theory, Dynamic Programming and more",Eden Marco,3.8,3.5 total hours,29 lectures,Intermediate
https://www.udemy.com/course/cpp-standard-template-library-stl-based-on-problem-solving/,C++ Standard Template Library(STL)  ( Incomplete course ),Learn almost everything of C++ Standard Template Library(STL)  Based on Problem solving. And become beginner to pro.,Muhammad Shahriar,4.4,3 total hours,18 lectures,Beginner
https://www.udemy.com/course/hindi-programming-interviews/,कीजिये तैयारी Programming & Coding Interviews की,"A course that teaches pointers, linked lists, general programming, algorithms and recursion like no one else",Loony Corn,4.6,20.5 total hours,82 lectures,All Levels
https://www.udemy.com/course/python-programming-beginners-bootcamp/,Python Programming Master Course (2021),"Hone your programming skills by learning Python3 - master data structures, OOPS, problem solving and project building!","Mohit Uniyal, Prateek Narang, Coding Minutes",4.6,20 total hours,191 lectures,Beginner
https://www.udemy.com/course/amazing-graph-algorithms-coding-in-javajavascript-python/,"Amazing Graph Algorithms : Coding in Java,JavaScript, Python","Graph Data Structure, DFS, BFS, Minimum Spanning Tree, Shortest Path, Network Flow, Strongly Connected Components",Basics Strong,4.7,9 total hours,68 lectures,All Levels
